Destino,Origem,Classificacao,Danos,Data,Municipio,Estado,Regiao,Tipo_de_Aerodromo,Tipo_de_Ocorrencia,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Fatais_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Lesoes_Leves_Tripulantes,Total_Lesoes,Atualizacao
SBKP,SBSL,Incidente,Nenhum,2022-08-11,PALMAS,TO,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCX,SBKP,Incidente Grave,Leve,2021-08-06,CAXIAS DO SUL,RS,Sul,Público,ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Incidente Grave,Leve,2022-05-21,DOURADOS,MS,Centro-Oeste,-,LALT,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCY,SDAM,Incidente,Leve,2022-02-12,CAMPINAS,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SIYL,SIYL,Incidente,Leve,2022-06-26,CAMPINAS,SP,Sudeste,Público,GCOL,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SCEL,SBGL,Incidente,Nenhum,2022-07-31,RIO DE JANEIRO,RJ,Sudeste,Público,ADRM,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRP ,SBJR ,Incidente,Nenhum,2023-01-12,TAUBATÉ,SP,Sudeste,Sem Registro,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRJ,SBGO ,Incidente,Nenhum,2023-01-13,RIO DE JANEIRO,RJ,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBE ,SBBE ,Acidente,Substancial,2023-01-27,BELÉM,PA,Norte,Privado,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBE ,SBBE ,Acidente,Substancial,2023-01-27,BELÉM,PA,Norte,Privado,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
**** ,**** ,Acidente,Substancial,2023-01-30,CANÁPOLIS,MG,Sudeste,Sem Registro,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
**** ,**** ,Acidente,Substancial,2023-01-30,CANÁPOLIS,MG,Sudeste,Sem Registro,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
**** ,**** ,Acidente,Substancial,2023-01-30,CANÁPOLIS,MG,Sudeste,Sem Registro,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
**** ,**** ,Acidente,Substancial,2023-01-30,CANÁPOLIS,MG,Sudeste,Sem Registro,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
**** ,**** ,Acidente,Substancial,2023-01-30,CANÁPOLIS,MG,Sudeste,Sem Registro,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
**** ,**** ,Acidente,Substancial,2023-01-30,CANÁPOLIS,MG,Sudeste,Sem Registro,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
**NI,**NI,Ocorrência Anormal,Sem Registro,2021-09-29,BOA VISTA,RR,Norte,Sem Registro,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
APUA ,APUA ,Acidente,Substancial,2023-03-21,CORUPÁ ,SC,Sul,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SJ3M ,SBBV ,Acidente,Substancial,2023-03-25,BOA VISTA,RR,Norte,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNQV,SNQV,Incidente Grave,Leve,2022-05-08,CURVELO,MG,Sudeste,Público,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SIXE,SBJD,Acidente,Substancial,2022-05-20,ELDORADO DO SUL,RS,Sul,-,SCF-PP,0,0,0,0,0,0,0,0,1,0,0,1,2,2025-08-07 14:40:10
SBBP,SDAM,Acidente,Substancial,2022-08-22,BRAGANÇA PAULISTA,SP,Sudeste,-,FUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBP,SDAM,Acidente,Substancial,2022-08-22,BRAGANÇA PAULISTA,SP,Sudeste,-,FUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSP,SDRJ,Incidente,Leve,2022-08-20,RIO DE JANEIRO,RJ,Sudeste,Sem Registro,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNDR,SNWS,Incidente Grave,Nenhum,2022-09-15,TERESINA,PI,Nordeste,Público,MAC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRJ,SBNT,Incidente Grave,Nenhum,2022-09-15,TERESINA,PI,Nordeste,Público,MAC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBP,SBBP,Incidente,Nenhum,2022-10-15,BRAGANÇA PAULISTA,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBJP,SBUL,Incidente,Nenhum,2022-12-30,UBERLÂNDIA,MG,Sudeste,Público,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBMT ,SBMT ,Incidente,Leve,2023-01-21,SÃO PAULO,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCA,SBCT,Incidente,Nenhum,2022-10-06,CURITIBA,PR,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBR,SBVT,Incidente,Leve,2022-10-13,VITÓRIA,ES,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPV,SBRJ,Incidente,Leve,2022-11-25,RIO DE JANEIRO,RJ,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SSIE ,SSIE ,Incidente,Leve,2022-12-21,CAMPO GRANDE,MS,Centro-Oeste,Público,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SSIE ,SSIE ,Incidente,Leve,2022-12-21,CAMPO GRANDE,MS,Centro-Oeste,Público,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBUL ,SBCF ,Incidente,Nenhum,2022-12-12,CONFINS,MG,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRJ,SBNF,Incidente,Nenhum,2023-01-01,RIO DE JANEIRO,RJ,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPV,SSZD,Incidente,Nenhum,2022-06-23,PORTO VELHO,RO,Norte,Público,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBMQ,SBOI,Incidente,Leve,2022-07-27,MACAPÁ,AP,Norte,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBE,SBBE,Incidente,Nenhum,2023-01-05,BELÉM,PA,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNIT,Sem Registro,Acidente,Substancial,2022-07-04,RUY BARBOSA,BA,Nordeste,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBFL,SBCH,Incidente,Nenhum,2022-08-05,CHAPECÓ,SC,Sul,Público,AMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBFL,SBCH,Incidente,Nenhum,2022-08-05,CHAPECÓ,SC,Sul,Público,MAC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCH,SBFI,Incidente,Nenhum,2022-08-05,CHAPECÓ,SC,Sul,Público,AMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCH,SBFI,Incidente,Nenhum,2022-08-05,CHAPECÓ,SC,Sul,Público,MAC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
****,SBUY ,Incidente,Nenhum,2023-03-20,TEFÉ ,AM,Norte,Sem Registro,F-NI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBNV ,SBNV ,Incidente,Leve,2023-03-30,GOIÂNIA ,GO,Centro-Oeste,-,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCT ,SBFL ,Ocorrência Anormal,Nenhum,2023-03-27,CURITIBA,PR,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRJ ,****,Ocorrência Anormal,Nenhum,2019-07-05,RIO DE JANEIRO,RJ,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBMO ,SBGR ,Ocorrência Anormal,Nenhum,2019-08-09,GUARULHOS,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBP ,SBBP ,Ocorrência Anormal,Nenhum,2019-08-16,BRAGANÇA PAULISTA,SP,Sudeste,Público,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCY ,SBGR ,Incidente,Nenhum,2023-03-27,GUARULHOS,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRJ,SBMO,Incidente,Nenhum,2021-03-07,VITÓRIA,ES,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2022-01-19,FLORIANÓPOLIS,SC,Sul,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCT,SBMG,Incidente,Nenhum,2021-12-24,MARINGÁ,PR,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SSBL,SSBL,Incidente,Nenhum,2021-11-05,BLUMENAU,SC,Sul,Público,ATM/CNS,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SSBL,SSBL,Incidente,Nenhum,2021-11-05,BLUMENAU,SC,Sul,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Leve,2022-01-15,UCHOA,SP,Sudeste,-,LOC-G,0,0,0,0,1,0,0,0,0,0,0,0,1,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Leve,2022-01-15,UCHOA,SP,Sudeste,-,LOC-G,0,0,0,0,1,0,0,0,0,0,0,0,1,2025-08-07 14:40:10
SBBI,SSBL,Incidente,Nenhum,2021-11-05,BLUMENAU,SC,Sul,Público,ATM/CNS,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBI,SSBL,Incidente,Nenhum,2021-11-05,BLUMENAU,SC,Sul,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Leve,2022-01-15,UCHOA,SP,Sudeste,-,RAMP,0,0,0,0,1,0,0,0,0,0,0,0,1,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Leve,2022-01-15,UCHOA,SP,Sudeste,-,RAMP,0,0,0,0,1,0,0,0,0,0,0,0,1,2025-08-07 14:40:10
Sem Registro,SSQZ,Acidente,Destruída,2022-01-20,LUÍS EDUARDO MAGALHÃES,BA,Nordeste,-,LOC-I,0,0,0,0,0,1,0,0,0,0,0,0,1,2025-08-07 14:40:10
SBPA,SBSV,Incidente,Nenhum,2022-01-30,SALVADOR,BA,Nordeste,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SWGI,SNPY,Incidente Grave,Nenhum,2022-08-12,FRANCA,SP,Sudeste,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBMT,SBGV,Incidente,Nenhum,2022-08-27,SÃO PAULO,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP,SBCT,Incidente,Nenhum,2022-09-02,CURITIBA,PR,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPS,SBKP,Incidente,Nenhum,2022-08-31,CAMPINAS,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SSHA,SIWU ,Incidente,Leve,2022-12-05,AQUIDAUANA,MS,Centro-Oeste,Privado,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SWJN,SBCY,Incidente,Leve,2023-01-23,JUÍNA,MT,Centro-Oeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBJR ,SBJR ,Incidente,Leve,2023-02-26,RIO DE JANEIRO,RJ,Sudeste,Sem Registro,BIRD,0,0,0,0,0,0,0,0,0,1,0,0,1,2025-08-07 14:40:10
SBCY,SBPV,Acidente,Substancial,2021-09-29,VILHENA,RO,Norte,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPV,SBEG,Incidente,Leve,2021-09-27,PORTO VELHO,RO,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP,SBCY,Incidente,Nenhum,2021-09-20,CUIABÁ,MT,Centro-Oeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2021-12-03,SÃO FÉLIX DO XINGU,PA,Norte,-,LALT,0,0,0,1,0,1,0,0,0,0,0,0,2,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2021-12-03,SÃO FÉLIX DO XINGU,PA,Norte,-,LALT,0,0,0,1,0,1,0,0,0,0,0,0,2,2025-08-07 14:40:10
SBEG,SBKP,Ocorrência Anormal,Nenhum,2022-02-06,CAMPINAS,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPL,SBPL,Incidente,Nenhum,2022-05-27,PETROLINA,PE,Nordeste,Público,ATM/CNS,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRF,SBPL,Incidente,Nenhum,2022-05-27,PETROLINA,PE,Nordeste,Público,ATM/CNS,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SIBQ,SIBQ,Incidente,Leve,2022-07-16,RIO DAS OSTRAS,RJ,Sudeste,-,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDF9 ,SDF9 ,Ocorrência Anormal,Nenhum,2022-07-17,BOA VISTA,RR,Norte,Sem Registro,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBR,SBKP ,Incidente,Nenhum,2023-02-04,CAMPINAS,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP ,SBNF ,Incidente,Nenhum,2023-01-13,CURITIBA,PR,Sul,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCG ,SBGO ,Incidente Grave,Leve,2023-03-15,RIO VERDE,GO,Centro-Oeste,Público,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCG ,SBGO ,Incidente Grave,Leve,2023-03-15,RIO VERDE,GO,Centro-Oeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SWEJ ,SWEJ ,Acidente,Substancial,2023-03-18,PORTO NACIONAL,TO,Norte,Privado,SCF-PP,0,0,0,0,0,0,0,0,1,0,0,0,1,2025-08-07 14:40:10
SBSP,SBGO,Incidente,Nenhum,2021-03-20,SÃO PAULO,SP,Sudeste,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPS ,SBIL ,Ocorrência Anormal,Nenhum,2019-09-22,CIDADE DE UNA,BA,Nordeste,Privado,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBMT,SBGL,Ocorrência Anormal,Nenhum,2021-03-16,SÃO PAULO,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGL,SBEG,Incidente,Nenhum,2021-03-20,RIO DE JANEIRO,RJ,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNHW,SNHW,Ocorrência de Solo,Leve,2021-03-21,SANTA LUZIA,MA,Nordeste,Privado,RAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBDN,SBDN,Acidente,Substancial,2021-03-23,PRESIDENTE PRUDENTE,SP,Sudeste,Público,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBDN,SBDN,Acidente,Substancial,2021-03-23,PRESIDENTE PRUDENTE,SP,Sudeste,Público,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDAI,SDVH,Incidente,Leve,2021-03-25,AMERICANA,SP,Sudeste,Público,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDAI,SDVH,Incidente,Leve,2021-03-25,AMERICANA,SP,Sudeste,Público,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2021-03-26,MORRO AGUDO,SP,Sudeste,-,LOC-I,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBVT,SBVT,Ocorrência Anormal,Nenhum,2021-03-26,VITÓRIA,ES,Sudeste,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
9POU,Sem Registro,Incidente,Nenhum,2021-03-29,MACAÉ,RJ,Sudeste,Sem Registro,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNBA,SJIL,Acidente,Substancial,2021-04-01,PLANURA,MG,Sudeste,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SJSS,SJSS,Incidente Grave,Leve,2021-03-08,SORRISO,MT,Centro-Oeste,-,CFIT,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Destruída,2021-03-27,ITABERAÍ,GO,Centro-Oeste,-,UNK,0,0,0,0,0,1,0,0,0,0,0,0,1,2025-08-07 14:40:10
SWLC,Sem Registro,Incidente Grave,Leve,2021-04-06,RIO VERDE,GO,Centro-Oeste,Público,ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SWLC,Sem Registro,Incidente Grave,Leve,2021-04-06,RIO VERDE,GO,Centro-Oeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2021-03-23,PIRACANJUBA,GO,Centro-Oeste,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBLE,SBLE,Incidente Grave,Leve,2021-03-25,LENÇÓIS,BA,Nordeste,-,LALT,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,SJQK,Acidente,Destruída,2021-03-18,AMAJARI,RR,Norte,-,UNK,0,0,0,2,0,1,0,0,0,0,0,0,3,2025-08-07 14:40:10
Sem Registro,SDUN,Incidente,Leve,2021-03-27,RIO DE JANEIRO,RJ,Sudeste,-,CTOL,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SJBX,SJBX,Incidente Grave,Leve,2021-07-05,SÃO JOSÉ DE MIPIBU,RN,Nordeste,Privado,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCB,9PDJ,Incidente,Nenhum,2021-08-21,CABO FRIO,RJ,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBH,SNBG,Incidente,Nenhum,2021-08-18,BELO HORIZONTE,MG,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,SBUY,Incidente,Nenhum,2021-08-02,COARI,AM,Norte,-,EXTL,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SSIE,SWGW,Incidente,Leve,2022-07-31,JUSSARA,GO,Centro-Oeste,Privado,ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SSIE,SWGW,Incidente,Leve,2022-07-31,JUSSARA,GO,Centro-Oeste,Privado,ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP,SBJA,Incidente,Leve,2022-03-23,CURITIBA,PR,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SSIE,SWGW,Incidente,Leve,2022-07-31,JUSSARA,GO,Centro-Oeste,Privado,ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SSIE,SWGW,Incidente,Leve,2022-07-31,JUSSARA,GO,Centro-Oeste,Privado,ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNZA,SDIM,Incidente Grave,Nenhum,2022-08-16,GUARUJÁ,SP,Sudeste,Aeródromo Militar,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNVC,SBBH,Incidente,Nenhum,2022-09-04,BELO HORIZONTE,MG,Sudeste,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSP ,SBRJ ,Incidente,Nenhum,2023-03-06,SÃO PAULO,SP,Sudeste,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSV ,SBBR ,Incidente,Nenhum,2023-04-30,BRASÍLIA,DF,Centro-Oeste,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSL,SD8H,Acidente,Substancial,2023-05-21,CURURUPU ,MA,Nordeste,Sem Registro,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGL ,SKBO ,Incidente,Nenhum,2023-09-08,RIO DE JANEIRO ,RJ,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSI,SBGR,Incidente,Nenhum,2023-04-15,MATO GROSSO,MT,Centro-Oeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGR,SBIL,Incidente,Leve,2021-08-06,ILHÉUS,BA,Nordeste,Público,GCOL,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCF,SBIL,Incidente,Leve,2021-08-06,ILHÉUS,BA,Nordeste,Público,GCOL,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBZM,SBKP,Incidente,Nenhum,2021-10-29,CAMPINAS,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRJ,SBRJ,Incidente,Nenhum,2022-04-12,RIO DE JANEIRO,RJ,Sudeste,-,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRJ,SBRJ,Incidente,Nenhum,2022-04-12,RIO DE JANEIRO,RJ,Sudeste,-,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRJ,SBRJ,Incidente,Nenhum,2022-04-12,RIO DE JANEIRO,RJ,Sudeste,-,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRJ,SBRJ,Incidente,Nenhum,2022-04-12,RIO DE JANEIRO,RJ,Sudeste,-,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRP,SBCF,Ocorrência Anormal,Nenhum,2022-04-17,CONFINS,MG,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGR,SBRJ,Incidente,Nenhum,2023-09-02,RIO DE JANEIRO,RJ,Sudeste,Público,WILD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SULS,SBGR,Incidente,Nenhum,2022-05-12,PORTO ALEGRE,RS,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPS,SBKP,Incidente,Nenhum,2022-08-31,CAMPINAS,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBEG,SBBR,Ocorrência de Solo,Leve,2022-09-02,BRASÍLIA,DF,Centro-Oeste,Público,RAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSP,SBRJ,Incidente,Nenhum,2023-04-13, SÃO PAULO ,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNPA,SNPA,Incidente,Leve,2023-09-20,PARÁ DE MINAS,MG,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
LEMD ,SBGR ,Incidente,Nenhum,2023-10-07,GUARULHOS ,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBR ,SBCY ,Incidente,Nenhum,2023-10-06,VÁRZEA GRANDE,MT,Centro-Oeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGR ,SBCG ,Incidente,Nenhum,2023-09-11,GUARULHOS,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCG ,SBKP ,Incidente,Nenhum,2023-10-08,CAMPINAS,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCT ,SBKP ,Incidente,Nenhum,2023-10-08,CAMPINAS ,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGR ,SBEG ,Incidente,Nenhum,2022-11-26,MANAUS,AM,Norte,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
