Destino,Origem,Classificacao,Danos,Data,Municipio,Estado,Regiao,Tipo_de_Aerodromo,Tipo_de_Ocorrencia,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Fatais_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Lesoes_Leves_Tripulantes,Total_Lesoes,Atualizacao
SBBI,SBFL,Incidente,Leve,2021-08-04,CURITIBA,PR,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBEG,SBKP,Ocorrência de Solo,Leve,2021-08-04,MANAUS,AM,Norte,Público,RAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSP,SBRJ,Incidente,Nenhum,2022-06-06,RIO DE JANEIRO,RJ,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,SBSN,Ocorrência Anormal,Nenhum,2022-09-29,SANTARÉM,PA,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCF ,SBSV ,Incidente,Nenhum,2022-12-03,CONFINS,MG,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBI ,SBSP ,Incidente,Nenhum,2023-01-11,SÃO PAULO,SP,Sudeste,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
****,****,Acidente,Substancial,2023-01-17,CAJATI ,SP,Sudeste,Sem Registro,LALT,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNCT,SBBH,Incidente,Leve,2023-03-11,SABARÁ ,MG,Sudeste,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SWFN,SWNA,Incidente,Leve,2021-08-25,MANAUS,AM,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBUG,SBPA,Incidente,Nenhum,2021-08-30,PORTO ALEGRE,PA,Norte,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBNF,SBKP,Incidente,Nenhum,2021-08-30,CAMPINAS,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBMT,SBMT,Incidente Grave,Leve,2021-08-31,SÃO PAULO,SP,Sudeste,Público,ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Ocorrência Anormal,Leve,2021-08-31,FERNANDÓPOLIS,SP,Sudeste,Público,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Ocorrência Anormal,Leve,2021-08-31,FERNANDÓPOLIS,SP,Sudeste,Público,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGR,SBPA,Incidente,Nenhum,2021-09-01,PORTO ALEGRE,RS,Sul,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SWPD,SJNC,Acidente,Substancial,2021-09-05,ALTO ALEGRE,RR,Norte,Privado,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SWPD,SJNC,Acidente,Substancial,2021-09-05,ALTO ALEGRE,RR,Norte,Privado,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBI,SSPS,Incidente,Leve,2021-09-03,CURITIBA,PR,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDIH,SDIH,Acidente,Substancial,2021-09-06,BIRITIBA-MIRIM,SP,Sudeste,-,OTHR,0,0,0,0,0,0,0,0,0,0,0,1,1,2025-08-07 14:40:10
SBEK,SNCJ,Incidente Grave,Leve,2021-09-02,JACAREACANGA,PA,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPS,SBGR,Incidente,Leve,2021-09-08,GUARULHOS,SP,Sudeste,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2021-09-07,BRASNORTE,MT,Centro-Oeste,-,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,SBBH,Incidente,Nenhum,2021-09-15,BELO HORIZONTE,MG,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SWNG,SWNG,Incidente,Leve,2021-09-15,MARIANA,MG,Sudeste,Privado,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP,SBNF,Incidente,Nenhum,2022-09-17,FLORIANÓPOLIS,SC,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP,SBNF,Incidente,Nenhum,2022-10-27,CONFINS,MG,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNEJ ,SNEJ ,Acidente,Substancial,2023-02-03,ITAITUBA,PA,Norte,Privado,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNEJ ,SNEJ ,Acidente,Substancial,2023-02-03,ITAITUBA,PA,Norte,Privado,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBJR,SBIT,Incidente,Nenhum,2023-05-11,RIO DE JANEIRO ,RJ,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBR,SBBR,Incidente,Leve,2023-05-31,BRASÍLIA ,DF,Centro-Oeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP ,SBPA ,Incidente,Nenhum,2023-06-25,PORTO ALEGRE ,RS,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBE ,SBMQ ,Incidente,Leve,2023-05-23,BELÉM ,PA,Norte,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNPA ,SNPA ,Acidente,Substancial,2023-08-16,PARÁ DE MINAS ,MG,Sudeste,Público,LOC-I,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPA ,SBCT ,Incidente,Leve,2023-09-14,SÃO JOSÉ DOS PINHAIS ,PR,Sul,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Ocorrência Anormal,Substancial,2023-09-16,PRIMAVERA DO LESTE ,MT,Centro-Oeste,Público,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRJ,SBNF,Incidente,Nenhum,2023-04-15,RIO DE JANEIRO,RJ,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBJU,SBGR,Incidente,Nenhum,2023-04-12,JUAZEIRO DO NORTE,CE,Nordeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSN,SBBE,Incidente,Nenhum,2021-03-31,BELÉM,PA,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Incidente,Leve,2021-04-24,PRIMAVERA DO LESTE,MT,Centro-Oeste,APUA,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSP,SBPA,Incidente,Nenhum,2021-04-07,PORTO ALEGRE,RS,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP,SBEG,Incidente,Nenhum,2021-04-04,MANAUS,AM,Norte,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNBR,SBCF,Incidente,Nenhum,2021-04-09,BRASÍLIA,DF,Centro-Oeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,SSIE,Incidente,Leve,2021-04-27,IVINHEMA,MS,Centro-Oeste,Privado,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP,SBRJ,Incidente,Nenhum,2021-04-12,RIO DE JANEIRO,RJ,Sudeste,Público,F-NI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCG,SBDN,Incidente,Leve,2021-04-25,CAMPO GRANDE,MS,Centro-Oeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SWNS,SWNS,Acidente,Substancial,2021-04-23,ANÁPOLIS,GO,Centro-Oeste,Público,LOC-I,0,0,0,0,0,0,0,0,0,0,0,2,2,2025-08-07 14:40:10
SBRD,SBBR,Incidente,Nenhum,2021-04-20,BRASÍLIA,DF,Centro-Oeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCY,SBCY,Incidente,Nenhum,2021-04-16,VÁRZEA GRANDE,MT,Centro-Oeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBH,SBSP,Incidente,Leve,2021-09-15,BELO HORIZONTE,MG,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBEG,SYCJ,Incidente,Leve,2021-09-18,MANAUS,AM,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
ZZZZ,SWTP,Acidente,Substancial,2021-09-16,SANTA ISABEL DO RIO NEGRO,AM,Norte,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBJD,SBJD,Acidente,Substancial,2021-09-18,JUNDIAÍ,SP,Sudeste,Público,ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBMT,SBMT,Incidente,Leve,2021-09-19,SÃO PAULO,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNZU,SBJC,Incidente Grave,Nenhum,2021-09-29,TOMÉ-AÇU,PA,Norte,Sem Registro,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNZU,SBJC,Incidente Grave,Nenhum,2021-09-29,TOMÉ-AÇU,PA,Norte,Sem Registro,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,SBGO,Acidente,Substancial,2021-09-28,GOIÂNIA,GO,Centro-Oeste,Público,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNPA,SNPA,Incidente Grave,Leve,2021-10-20,PARÁ DE MINAS,MG,Sudeste,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2021-10-24,VILHENA,RO,Norte,-,FUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCF,SBMK,Incidente,Nenhum,2021-10-22,MONTES CLAROS,MG,Sudeste,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPV,SBEG,Incidente,Leve,2021-11-05,PORTO VELHO,RO,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2022-01-08,NOVA UBIRATÃ ,MS,Centro-Oeste,-,LOC-I,0,0,0,0,0,1,0,0,0,0,0,0,1,2025-08-07 14:40:10
SBJR,SBGR,Incidente,Leve,2022-01-23,RIO DE JANEIRO,RJ,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNJL,SSGO,Incidente Grave,Leve,2022-01-21,LUÍS EDUARDO MAGALHÃES,BA,Nordeste,Privado,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGR,SBPA,Incidente,Nenhum,2021-12-21,GUARULHOS,SP,Sudeste,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCF,SBGR,Incidente,Nenhum,2021-12-21,GUARULHOS,SP,Sudeste,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDEN,SBUL,Incidente,Leve,2022-01-14,JOINVILLE,SC,Sul,-,WSTRW,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDEN,SBUL,Incidente,Leve,2022-01-14,JOINVILLE,SC,Sul,-,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2022-03-16,FELIZ NATAL,MT,Centro-Oeste,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,1,1,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2022-03-16,FELIZ NATAL,MT,Centro-Oeste,-,LALT,0,0,0,0,0,0,0,0,0,0,0,1,1,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2022-03-16,FELIZ NATAL,MT,Centro-Oeste,-,LOC-I,0,0,0,0,0,0,0,0,0,0,0,1,1,2025-08-07 14:40:10
SBPR,SSOT,Acidente,Leve,2022-03-19,SÃO ROMÃO,MG,Sudeste,Privado,RI,0,0,0,0,1,0,0,0,0,0,0,0,1,2025-08-07 14:40:10
SBPR,SSOT,Acidente,Leve,2022-03-19,SÃO ROMÃO,MG,Sudeste,Privado,RI,0,0,0,0,1,0,0,0,0,0,0,0,1,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2022-10-16,PONTA PORÃ,MS,Centro-Oeste,-,FUEL,0,0,0,0,0,0,0,0,0,0,0,1,1,2025-08-07 14:40:10
SBSR,SBSP,Incidente,Nenhum,2022-07-18,SÃO PAULO,SP,Sudeste,Público,ATM/CNS,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSR,SBSP,Incidente,Nenhum,2022-07-18,SÃO PAULO,SP,Sudeste,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSP,SBPA,Incidente,Nenhum,2022-07-18,SÃO PAULO,SP,Sudeste,Público,ATM/CNS,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKG,SBRF,Incidente,Nenhum,2022-11-08,RECIFE,PE,Nordeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSP,SBPA,Incidente,Nenhum,2022-07-18,SÃO PAULO,SP,Sudeste,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBJV,SBKP,Incidente,Nenhum,2022-07-25,JOINVILLE,SC,Sul,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGO,SBGO,Incidente Grave,Nenhum,2022-08-03,GOIÂNIA,GO,Centro-Oeste,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGO,SBGO,Incidente Grave,Nenhum,2022-08-03,GOIÂNIA,GO,Centro-Oeste,Público,ATM/CNS,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGO,SDCO,Incidente Grave,Nenhum,2022-08-03,GOIÂNIA,GO,Centro-Oeste,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGO,SDCO,Incidente Grave,Nenhum,2022-08-03,GOIÂNIA,GO,Centro-Oeste,Público,ATM/CNS,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNFJ,SSBL,Incidente,Nenhum,2022-10-31,ALTA FLORESTA,MT,Centro-Oeste,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBSP ,SBCT ,Incidente,Nenhum,2023-04-15,CURITIBA,PR,Sul,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SIPB ,SIPB ,Acidente,Substancial,2023-04-27,RAPOSA ,MA,Nordeste,-,SCF-PP,1,0,0,0,0,0,0,0,2,0,0,0,3,2025-08-07 14:40:10
SBBU ,SBBU ,Incidente,Nenhum,2023-04-30,BAURU,SP,Sudeste,Público,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBU ,SBBU ,Incidente,Nenhum,2023-04-30,BAURU,SP,Sudeste,Público,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBR,SBRJ,Incidente,Nenhum,2023-08-21,BRASÍLIA,DF,Centro-Oeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGR,SBCY,Incidente,Nenhum,2023-09-11,GUARULHOS,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNQV,SNDV,Incidente,Nenhum,2021-03-17,PARÁ DE MINAS,PA,Norte,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPR,Sem Registro,Acidente,Substancial,2021-05-31,MORADA NOVA DE MINAS,MG,Sudeste,-,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCH,SBCY,Incidente,Leve,2021-12-26,CUIABÁ,MT,Centro-Oeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBRJ,SBCT,Incidente,Nenhum,2021-04-29,RIO DE JANEIRO,RJ,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDFD,SDFD,Incidente Grave,Nenhum,2021-04-28,FERNANDÓPOLIS,SP,Sudeste,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,SWPI,Incidente,Leve,2021-05-29,PARINTINS,AM,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBPR,Sem Registro,Acidente,Substancial,2021-05-31,MORADA NOVA DE MINAS,MG,Sudeste,-,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Substancial,2022-08-28,RIBAS DO RIO PARDO,MS,Centro-Oeste,-,LALT,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,SBTE,Incidente,Leve,2022-09-22,TERESINA,PI,Nordeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBP,SBBP,Incidente,Leve,2022-09-25,BRAGANÇA PAULISTA,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBJU,SBJU,Acidente,Substancial,2022-11-11,JUAZEIRO DO NORTE,CE,Nordeste,Público,ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNEE,SSXD,Incidente Grave,Nenhum,2022-11-17,FORQUILHINHA,SC,Sul,Público,ADRM,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
***,***,Acidente,Substancial,2022-11-29,GAÚCHA DO NORTE ,MT,Centro-Oeste,-,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDVH,SDVH,Acidente,Substancial,2022-12-07,BRAGANÇA PAULISTA,SP,Sudeste,Privado,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDVH,SDVH,Acidente,Substancial,2022-12-07,BRAGANÇA PAULISTA,SP,Sudeste,Privado,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
***,***,Acidente,Destruída,2022-12-22,"Fazenda Floresta, Brasnorte",MT,Centro-Oeste,-,UIMC,0,0,0,0,0,1,0,0,0,0,0,0,1,2025-08-07 14:40:10
***,***,Acidente,Destruída,2022-12-22,"Fazenda Floresta, Brasnorte",MT,Centro-Oeste,-,LOC-I,0,0,0,0,0,1,0,0,0,0,0,0,1,2025-08-07 14:40:10
SBJI,SJOG,Incidente,Leve,2021-09-24,ARIQUEMES,RO,Norte,Público,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBJI,SJOG,Incidente,Leve,2021-09-24,ARIQUEMES,RO,Norte,Público,WSTRW,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDSC,SBMT,Incidente,Nenhum,2022-03-24,SÃO PAULO,SP,Sudeste,Público,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBJR,SBJR,Incidente Grave,Leve,2022-03-09,RIO DE JANEIRO,RJ,Sudeste,Público,ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBTE,SBKP,Incidente,Nenhum,2022-03-10,PETROLINA,PE,Nordeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,SWCA,Incidente,Leve,2022-04-08,CARAUARI,AM,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNOX,SBSN,Ocorrência Anormal,Nenhum,2022-05-12,SANTARÉM,PA,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP,SBSG,Incidente,Nenhum,2022-05-16,CAMPINAS,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBE,SBMQ,Incidente,Nenhum,2022-05-17,BELÉM,PA,Norte,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SKBO,SBGL,Incidente,Nenhum,2022-04-27,RIO DE JANEIRO,RJ,Sudeste,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGL,SABE,Incidente,Nenhum,2022-04-27,RIO DE JANEIRO,RJ,Sudeste,Público,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Acidente,Destruída,2021-11-28,PARANATINGA,MT,Centro-Oeste,-,SCF-PP,0,0,0,0,0,0,0,0,1,0,0,0,1,2025-08-07 14:40:10
SNHS,SBRF,Incidente,Nenhum,2022-06-08,SERRA TALHADA,PE,Nordeste,Público,RAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNGQ,SDMJ,Incidente Grave,Leve,2022-06-07,ILICÍNEA,MG,Sudeste,-,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SNGQ,SDMJ,Incidente Grave,Leve,2022-06-07,ILICÍNEA,MG,Sudeste,-,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Ocorrência Anormal,Leve,2022-06-08,LUZIÂNIA,GO,Centro-Oeste,Público,F-NI,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBMT,SBBI,Incidente,Nenhum,2022-06-10,SÃO PAULO,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDIG,SDIG,Incidente Grave,Leve,2022-06-11,IBITINGA,SP,Sudeste,Público,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDIG,SDIG,Incidente Grave,Leve,2022-06-11,IBITINGA,SP,Sudeste,Público,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDRK,SDVA,Acidente,Substancial,2021-11-21,RIO CLARO,SP,Sudeste,Público,ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SDRK,SDVA,Acidente,Substancial,2021-11-21,RIO CLARO,SP,Sudeste,Público,LOC-G,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SKBO,SBGR,Incidente,Nenhum,2022-03-06,GUARULHOS,SP,Sudeste,Público,SCF-PP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCG ,SBKP ,Incidente,Nenhum,2023-09-11,CAMPO GRANDE,MT,Centro-Oeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCY ,****,Incidente Grave,Leve,2023-04-30,VÁRZEA GRANDE,MT,Centro-Oeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SSKT ,SBBR ,Incidente,Leve,2023-08-10,SÃO JOSÉ DO RIO PRETO ,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
Sem Registro,Sem Registro,Ocorrência Anormal,Substancial,2023-09-16,PRIMAVERA DO LESTE ,MT,Centro-Oeste,Público,OTHR,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCY ,****,Incidente Grave,Leve,2023-04-30,VÁRZEA GRANDE,MT,Centro-Oeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBBR ,SBRP ,Incidente,Leve,2023-09-12,RIBEIRÃO PRETO ,SP,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGR,SBSV,Incidente,Nenhum,2023-04-14,SÃO PAULO,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP,SBEG,Incidente,Nenhum,2023-08-02,MANAUS,AM,Norte,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCF,SBKP,Incidente,Nenhum,2023-09-18,CAMPINAS,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBGR,SBNF,Incidente,Nenhum,2023-09-05,GUARULHOS,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP,SBCY,Incidente,Nenhum,2023-08-29,VÁRZEA GRANDE,MT,Centro-Oeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBCT ,SBKP ,Incidente,Nenhum,2023-10-08,CAMPINAS ,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBKP,SBJV,Incidente,Nenhum,2023-09-09,CAMPINAS,SP,Sudeste,Público,BIRD,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
SBMK,SBBH,Incidente,Leve,2022-09-05,"MONTES CLAROS,",MG,Sudeste,Público,SCF-NP,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-07 14:40:10
